Year,Place,Age Group,Race and Ethnicity,Count of Alcohol Consumption,Rate of Alcohol Consumption,Count of Diabetes,Rate of Diabetes,Count of Hypertension,Rate of Hypertension,Count of Smoking,Rate of Smoking,Count of Low Weight Gain,Rate of Low Weight Gain,Count of Inadequate Prenatal Care,Rate of Inadequate Prenatal Care,Count of Other Risks,Rate of Other Risks
2015,Aggregated Region: Suburban Cook County,10 to 14,All Race/Eth,0,0,0,0,0,0,0,0,*,*,8,*,0,0
2015,Aggregated Region: Suburban Cook County,15 to 17,All Race/Eth,0,0,6,*,19,*,11,*,149,42.9,190,54.8,30,8.6
2015,Aggregated Region: Suburban Cook County,45 to 54,All Race/Eth,0,0,16,*,23,22.5,0,0,44,43.1,28,27.5,40,39.2
2015,Aggregated Region: Suburban Cook County,55+,All Race/Eth,0,0,0,0,0,0,*,*,0,0,*,*,0,0
2015,Aggregated Region: Suburban Cook County,10 to 14,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2015,Aggregated Region: Suburban Cook County,10 to 14,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2015,Aggregated Region: Suburban Cook County,10 to 14,NH Multiracial,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2015,Aggregated Region: Suburban Cook County,15 to 17,Hispanic,0,0,6,*,10,*,*,*,69,39.4,84,48,18,*
2015,Aggregated Region: Suburban Cook County,15 to 17,NH Black,0,0,0,0,7,*,5,*,62,49.2,84,66.7,10,*
2015,Aggregated Region: Suburban Cook County,15 to 17,NH Multiracial,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2015,Aggregated Region: Suburban Cook County,15 to 17,NH White,0,0,0,0,*,*,*,*,15,*,17,*,*,*
2015,Aggregated Region: Suburban Cook County,18 to 19,NH Asian/PI,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2015,Aggregated Region: Suburban Cook County,18 to 19,NH Multiracial,0,0,0,0,0,0,*,*,6,*,8,*,*,*
2015,Aggregated Region: Suburban Cook County,18 to 19,NH White,0,0,5,*,11,*,10,*,37,30.8,61,50.8,16,*
2015,Aggregated Region: Suburban Cook County,20 to 24,NH Asian/PI,0,0,9,*,*,*,0,0,54,39.4,56,40.9,16,*
2015,Aggregated Region: Suburban Cook County,20 to 24,NH Multiracial,0,0,*,*,*,*,*,*,15,*,17,*,6,*
2015,Aggregated Region: Suburban Cook County,25 to 29,NH Asian/PI,0,0,80,11.9,23,3.4,*,*,256,38,189,28.1,119,17.7
2015,Aggregated Region: Suburban Cook County,30 to 34,NH Multiracial,0,0,*,*,6,*,*,*,12,*,12,*,11,*
2015,Aggregated Region: Suburban Cook County,35 to 39,NH Multiracial,0,0,*,*,*,*,0,0,15,*,6,*,9,*
2015,Aggregated Region: Suburban Cook County,40 to 44,NH Asian/PI,0,0,34,26.2,9,*,0,0,51,39.2,29,22.3,46,35.4
2015,Aggregated Region: Suburban Cook County,40 to 44,NH Multiracial,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2015,Aggregated Region: Suburban Cook County,40 to 44,NH White,0,0,74,14.5,51,10,7,*,197,38.7,100,19.6,142,27.9
2015,Aggregated Region: Suburban Cook County,45 to 54,Hispanic,0,0,5,*,*,*,0,0,8,*,*,*,6,*
2015,Aggregated Region: Suburban Cook County,45 to 54,NH Asian/PI,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2015,Aggregated Region: Suburban Cook County,45 to 54,NH Black,0,0,*,*,8,*,0,0,5,*,*,*,9,*
2015,Aggregated Region: Suburban Cook County,45 to 54,NH Multiracial,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2015,Aggregated Region: Suburban Cook County,45 to 54,NH White,0,0,*,*,10,*,0,0,26,40,17,*,20,30.8
2015,Aggregated Region: Suburban Cook County,55+,NH Black,0,0,0,0,0,0,*,*,0,0,*,*,0,0
2015,Aggregated Region: Suburban Cook County,25 to 29,NH Multiracial,*,*,0,0,5,*,*,*,15,*,11,*,6,*
2015,Aggregated Region: Suburban Cook County,All Ages,NH Asian/PI,*,*,372,14.2,118,4.5,14,*,1057,40.3,687,26.2,573,21.9
2015,Aggregated Region: Suburban Cook County,30 to 34,NH Asian/PI,*,*,158,14.1,42,3.7,6,*,456,40.6,287,25.5,241,21.4
2015,Aggregated Region: Suburban Cook County,30 to 34,All Race/Eth,31,0.3,869,9.4,637,6.9,216,2.3,3420,37,2070,22.4,1816,19.6
2015,Aggregated Region: Suburban Cook County,40 to 44,All Race/Eth,*,*,207,19.2,129,12,21,1.9,482,44.7,260,24.1,354,32.8
2015,Aggregated Region: Suburban Cook County,25 to 29,Hispanic,6,*,132,6.9,113,5.9,33,1.7,909,47.7,592,31,313,16.4
2015,Aggregated Region: Suburban Cook County,30 to 34,NH Black,*,*,88,8.3,125,11.8,46,4.3,495,46.7,334,31.5,264,24.9
2015,Aggregated Region: Suburban Cook County,20 to 24,All Race/Eth,18,*,167,3.9,269,6.3,149,3.5,1766,41.4,1699,39.8,551,12.9
2015,Aggregated Region: Suburban Cook County,25 to 29,All Race/Eth,28,0.4,452,6.4,434,6.2,233,3.3,2805,40,1940,27.7,1091,15.6
2015,Aggregated Region: Suburban Cook County,All Ages,NH White,51,0.4,879,7,846,6.7,406,3.2,4064,32.2,2633,20.9,2096,16.6
2015,Aggregated Region: Suburban Cook County,20 to 24,NH Black,5,*,51,3.8,112,8.3,56,4.2,602,44.7,582,43.2,211,15.7
2015,Aggregated Region: Suburban Cook County,30 to 34,Hispanic,7,*,258,14.2,128,7,23,1.3,870,47.9,507,27.9,443,24.4
2015,Aggregated Region: Suburban Cook County,30 to 34,NH White,19,*,348,6.9,328,6.5,137,2.7,1548,30.5,900,17.7,829,16.3
2015,Aggregated Region: Suburban Cook County,35 to 39,NH Asian/PI,*,*,88,16.3,37,6.9,*,*,233,43.1,119,22,147,27.2
2015,Aggregated Region: Suburban Cook County,35 to 39,NH White,12,*,241,8.8,202,7.4,68,2.5,921,33.8,495,18.2,562,20.6
2015,Aggregated Region: Suburban Cook County,All Ages,All Race/Eth,112,0.4,2346,8.4,1984,7.1,764,2.7,10983,39.5,7711,27.7,5182,18.6
2015,Aggregated Region: Suburban Cook County,18 to 19,All Race/Eth,*,*,16,*,56,6.8,28,3.4,334,40.4,400,48.4,82,9.9
2015,Aggregated Region: Suburban Cook County,All Ages,Hispanic,33,0.5,745,10.3,480,6.6,105,1.5,3359,46.4,2388,33,1432,19.8
2015,Aggregated Region: Suburban Cook County,All Ages,NH Black,22,0.5,305,6.3,496,10.3,220,4.6,2311,48,1839,38.2,973,20.2
2015,Aggregated Region: Suburban Cook County,All Ages,NH Multiracial,*,*,12,*,17,*,8,*,71,34.3,61,29.5,37,17.9
2015,Aggregated Region: Suburban Cook County,20 to 24,Hispanic,8,*,64,3.9,94,5.7,25,1.5,711,42.8,626,37.7,205,12.3
2015,Aggregated Region: Suburban Cook County,20 to 24,NH White,5,*,40,3.9,54,5.2,63,6.1,366,35.4,396,38.3,109,10.5
2015,Aggregated Region: Suburban Cook County,25 to 29,NH Black,6,*,64,5,100,7.9,74,5.8,642,50.6,476,37.5,222,17.5
2015,Aggregated Region: Suburban Cook County,25 to 29,NH White,15,*,167,5.5,188,6.2,117,3.9,954,31.4,647,21.3,416,13.7
2015,Aggregated Region: Suburban Cook County,35 to 39,All Race/Eth,28,0.6,613,12.4,417,8.5,105,2.1,1979,40.1,1115,22.6,1218,24.7
2015,Aggregated Region: Suburban Cook County,18 to 19,Hispanic,*,*,5,*,18,*,10,*,129,36,157,43.9,27,7.5
2015,Aggregated Region: Suburban Cook County,18 to 19,NH Black,*,*,*,*,25,7.9,6,*,155,49.1,163,51.6,35,11.1
2015,Aggregated Region: Suburban Cook County,40 to 44,Hispanic,*,*,68,23.9,32,11.3,5,*,155,54.6,90,31.7,103,36.3
2015,Aggregated Region: Suburban Cook County,35 to 39,Hispanic,8,*,207,20.3,84,8.2,8,*,506,49.5,325,31.8,317,31
2015,Aggregated Region: Suburban Cook County,40 to 44,NH Black,*,*,26,19.8,33,25.2,9,*,70,53.4,36,27.5,53,40.5
2015,Aggregated Region: Suburban Cook County,35 to 39,NH Black,5,*,69,12.8,86,15.9,23,4.3,278,51.4,156,28.8,169,31.2
2016,Aggregated Region: Suburban Cook County,10 to 14,All Race/Eth,0,0,0,0,0,0,0,0,5,*,6,*,0,0
2016,Aggregated Region: Suburban Cook County,55+,All Race/Eth,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2016,Aggregated Region: Suburban Cook County,10 to 14,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2016,Aggregated Region: Suburban Cook County,10 to 14,NH Black,0,0,0,0,0,0,0,0,*,*,5,*,0,0
2016,Aggregated Region: Suburban Cook County,15 to 17,NH Black,0,0,*,*,7,*,0,0,42,48.8,56,65.1,8,*
2016,Aggregated Region: Suburban Cook County,15 to 17,NH Multiracial,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2016,Aggregated Region: Suburban Cook County,18 to 19,NH Asian/PI,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2016,Aggregated Region: Suburban Cook County,18 to 19,NH Black,0,0,*,*,33,10.6,7,*,140,45,169,54.3,44,14.1
2016,Aggregated Region: Suburban Cook County,18 to 19,NH Multiracial,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2016,Aggregated Region: Suburban Cook County,20 to 24,NH Asian/PI,0,0,7,*,5,*,*,*,49,31.4,52,33.3,19,*
2016,Aggregated Region: Suburban Cook County,25 to 29,NH Asian/PI,0,0,66,9.5,25,3.6,*,*,286,41.3,212,30.6,104,15
2016,Aggregated Region: Suburban Cook County,25 to 29,NH Multiracial,0,0,*,*,6,*,*,*,29,44.6,13,*,10,*
2016,Aggregated Region: Suburban Cook County,30 to 34,NH Multiracial,0,0,6,*,*,*,*,*,32,47.8,23,34.3,13,*
2016,Aggregated Region: Suburban Cook County,40 to 44,NH Multiracial,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2016,Aggregated Region: Suburban Cook County,45 to 54,Hispanic,0,0,*,*,0,0,0,0,9,*,5,*,*,*
2016,Aggregated Region: Suburban Cook County,45 to 54,NH Asian/PI,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2016,Aggregated Region: Suburban Cook County,45 to 54,NH Multiracial,0,0,*,*,0,0,0,0,*,*,0,0,*,*
2016,Aggregated Region: Suburban Cook County,45 to 54,NH White,0,0,11,*,11,*,*,*,18,*,15,*,21,43.8
2016,Aggregated Region: Suburban Cook County,55+,NH Black,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2016,Aggregated Region: Suburban Cook County,15 to 17,NH White,*,*,0,0,0,0,*,*,6,*,7,*,0,0
2016,Aggregated Region: Suburban Cook County,45 to 54,NH Black,*,*,0,0,*,*,*,*,8,*,7,*,5,*
2016,Aggregated Region: Suburban Cook County,15 to 17,Hispanic,*,*,*,*,10,*,0,0,49,34.5,82,57.7,14,*
2016,Aggregated Region: Suburban Cook County,35 to 39,NH Multiracial,*,*,6,*,7,*,0,0,16,*,10,*,11,*
2016,Aggregated Region: Suburban Cook County,All Ages,NH Asian/PI,6,*,355,13.2,150,5.6,13,*,1172,43.5,747,27.7,563,20.9
2016,Aggregated Region: Suburban Cook County,30 to 34,NH Asian/PI,*,*,153,13.2,58,5,5,*,523,45,303,26.1,238,20.5
2016,Aggregated Region: Suburban Cook County,40 to 44,NH White,*,*,69,13.9,57,11.5,*,*,212,42.7,105,21.2,141,28.4
2016,Aggregated Region: Suburban Cook County,15 to 17,All Race/Eth,*,*,*,*,17,*,*,*,98,38.7,148,58.5,22,8.7
2016,Aggregated Region: Suburban Cook County,30 to 34,Hispanic,7,*,220,12.5,137,7.8,18,*,832,47.1,512,29,420,23.8
2016,Aggregated Region: Suburban Cook County,18 to 19,All Race/Eth,*,*,10,*,66,8.3,24,3,343,43,437,54.8,92,11.5
2016,Aggregated Region: Suburban Cook County,25 to 29,All Race/Eth,35,0.5,420,6.2,499,7.3,224,3.3,2711,39.8,2005,29.5,1122,16.5
2016,Aggregated Region: Suburban Cook County,30 to 34,All Race/Eth,42,0.5,794,8.8,670,7.5,178,2,3439,38.2,2121,23.6,1759,19.6
2016,Aggregated Region: Suburban Cook County,All Ages,NH White,64,0.5,777,6.6,861,7.3,355,3,3885,32.9,2613,22.1,1987,16.8
2016,Aggregated Region: Suburban Cook County,25 to 29,NH White,14,*,125,4.5,177,6.3,120,4.3,898,32.2,691,24.7,368,13.2
2016,Aggregated Region: Suburban Cook County,30 to 34,NH White,25,0.5,310,6.5,330,6.9,101,2.1,1499,31.4,893,18.7,780,16.3
2016,Aggregated Region: Suburban Cook County,35 to 39,NH Asian/PI,*,*,100,18.3,47,8.6,*,*,252,46.1,135,24.7,158,28.9
2016,Aggregated Region: Suburban Cook County,35 to 39,NH Black,*,*,59,10.8,110,20.1,30,5.5,275,50.2,167,30.5,194,35.4
2016,Aggregated Region: Suburban Cook County,35 to 39,All Race/Eth,32,0.6,615,12.2,512,10.2,103,2.1,2080,41.4,1215,24.2,1310,26.1
2016,Aggregated Region: Suburban Cook County,All Ages,Hispanic,43,0.6,732,10.6,525,7.6,93,1.4,3268,47.4,2386,34.6,1463,21.2
2016,Aggregated Region: Suburban Cook County,25 to 29,NH Black,7,*,55,4.4,145,11.6,63,5,575,46,468,37.4,264,21.1
2016,Aggregated Region: Suburban Cook County,35 to 39,NH White,16,*,237,8.8,229,8.5,58,2.1,909,33.6,522,19.3,578,21.3
2016,Aggregated Region: Suburban Cook County,All Ages,All Race/Eth,157,0.6,2188,8.1,2173,8.1,694,2.6,10835,40.2,7869,29.2,5204,19.3
2016,Aggregated Region: Suburban Cook County,20 to 24,NH White,6,*,24,2.8,49,5.7,58,6.7,296,34.2,314,36.3,88,10.2
2016,Aggregated Region: Suburban Cook County,25 to 29,Hispanic,12,*,160,8.7,131,7.1,31,1.7,864,47.1,568,31,346,18.9
2016,Aggregated Region: Suburban Cook County,30 to 34,NH Black,7,*,85,8.4,133,13.2,47,4.7,465,46.1,330,32.7,273,27.1
2016,Aggregated Region: Suburban Cook County,35 to 39,Hispanic,7,*,204,19.3,112,10.6,8,*,569,53.9,345,32.7,345,32.7
2016,Aggregated Region: Suburban Cook County,40 to 44,Hispanic,*,*,72,26.6,33,12.2,*,*,152,56.1,96,35.4,106,39.1
2016,Aggregated Region: Suburban Cook County,20 to 24,All Race/Eth,31,0.8,131,3.3,257,6.5,146,3.7,1603,40.7,1592,40.4,510,12.9
2016,Aggregated Region: Suburban Cook County,40 to 44,All Race/Eth,9,*,198,18.4,134,12.5,15,*,516,48,314,29.2,352,32.7
2016,Aggregated Region: Suburban Cook County,All Ages,NH Black,36,0.8,250,5.3,571,12.2,210,4.5,2138,45.6,1839,39.2,1032,22
2016,Aggregated Region: Suburban Cook County,All Ages,NH Multiracial,*,*,20,8.4,20,8.4,8,*,97,40.9,69,29.1,41,17.3
2016,Aggregated Region: Suburban Cook County,20 to 24,Hispanic,11,*,66,4.5,81,5.6,29,2,642,44.2,586,40.3,196,13.5
2016,Aggregated Region: Suburban Cook County,40 to 44,NH Asian/PI,*,*,27,21.6,13,*,*,*,59,47.2,38,30.4,40,32
2016,Aggregated Region: Suburban Cook County,18 to 19,Hispanic,*,*,5,*,21,6,*,*,150,42.9,191,54.6,32,9.1
2016,Aggregated Region: Suburban Cook County,18 to 19,NH White,*,*,*,*,8,*,14,*,47,40.9,66,57.4,11,*
2016,Aggregated Region: Suburban Cook County,20 to 24,NH Black,13,*,27,2,115,8.6,54,4.1,566,42.5,581,43.6,194,14.6
2016,Aggregated Region: Suburban Cook County,45 to 54,All Race/Eth,*,*,18,*,18,*,*,*,39,45.9,31,36.5,37,43.5
2016,Aggregated Region: Suburban Cook County,20 to 24,NH Multiracial,*,*,*,*,*,*,*,*,12,*,19,*,*,*
2016,Aggregated Region: Suburban Cook County,40 to 44,NH Black,*,*,21,15.6,25,18.5,7,*,62,45.9,56,41.5,50,37
2017,Aggregated Region: Suburban Cook County,10 to 14,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2017,Aggregated Region: Suburban Cook County,45 to 54,All Race/Eth,*,*,18,*,15,*,0,0,38,43.2,30,34.1,35,39.8
2017,Aggregated Region: Suburban Cook County,10 to 14,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2017,Aggregated Region: Suburban Cook County,15 to 17,Hispanic,0,0,*,*,9,*,*,*,43,37.4,61,53,11,*
2017,Aggregated Region: Suburban Cook County,15 to 17,NH Multiracial,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2017,Aggregated Region: Suburban Cook County,15 to 17,NH White,0,0,*,*,*,*,0,0,*,*,7,*,*,*
2017,Aggregated Region: Suburban Cook County,18 to 19,Hispanic,0,0,12,*,23,6.8,5,*,150,44.5,163,48.4,33,9.8
2017,Aggregated Region: Suburban Cook County,18 to 19,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2017,Aggregated Region: Suburban Cook County,18 to 19,NH Black,0,0,6,*,31,11.5,*,*,116,43,142,52.6,42,15.6
2017,Aggregated Region: Suburban Cook County,18 to 19,NH Multiracial,0,0,0,0,*,*,0,0,5,*,*,*,*,*
2017,Aggregated Region: Suburban Cook County,20 to 24,NH Asian/PI,0,0,6,*,5,*,0,0,52,38.2,60,44.1,13,*
2017,Aggregated Region: Suburban Cook County,25 to 29,NH Asian/PI,0,0,80,11.5,30,4.3,*,*,267,38.5,217,31.3,115,16.6
2017,Aggregated Region: Suburban Cook County,25 to 29,NH Multiracial,0,0,*,*,7,*,*,*,31,39.2,29,36.7,12,*
2017,Aggregated Region: Suburban Cook County,30 to 34,NH Multiracial,0,0,*,*,9,*,*,*,28,39.4,24,33.8,16,*
2017,Aggregated Region: Suburban Cook County,35 to 39,NH Multiracial,0,0,*,*,*,*,0,0,12,*,10,*,9,*
2017,Aggregated Region: Suburban Cook County,40 to 44,Hispanic,0,0,80,27.4,34,11.6,*,*,162,55.5,92,31.5,111,38
2017,Aggregated Region: Suburban Cook County,40 to 44,NH Asian/PI,0,0,27,23.7,17,*,0,0,53,46.5,35,30.7,39,34.2
2017,Aggregated Region: Suburban Cook County,40 to 44,NH Multiracial,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2017,Aggregated Region: Suburban Cook County,45 to 54,Hispanic,0,0,*,*,*,*,0,0,7,*,*,*,*,*
2017,Aggregated Region: Suburban Cook County,45 to 54,NH Asian/PI,0,0,5,*,*,*,0,0,7,*,*,*,8,*
2017,Aggregated Region: Suburban Cook County,45 to 54,NH Black,0,0,*,*,*,*,0,0,5,*,5,*,*,*
2017,Aggregated Region: Suburban Cook County,45 to 54,NH White,*,*,9,*,9,*,0,0,17,*,16,*,16,*
2017,Aggregated Region: Suburban Cook County,18 to 19,All Race/Eth,*,*,20,2.8,63,8.9,14,*,302,42.7,351,49.6,87,12.3
2017,Aggregated Region: Suburban Cook County,All Ages,NH Asian/PI,*,*,399,15.1,171,6.5,6,*,1136,43.1,734,27.8,594,22.5
2017,Aggregated Region: Suburban Cook County,20 to 24,Hispanic,*,*,88,6.1,102,7,25,1.7,618,42.7,559,38.6,220,15.2
2017,Aggregated Region: Suburban Cook County,30 to 34,NH Asian/PI,*,*,176,15.7,76,6.8,*,*,493,44.1,279,25,263,23.5
2017,Aggregated Region: Suburban Cook County,35 to 39,Hispanic,*,*,199,19.7,91,9,8,*,507,50.1,304,30.1,327,32.3
2017,Aggregated Region: Suburban Cook County,40 to 44,All Race/Eth,*,*,181,17.4,146,14,18,*,475,45.7,298,28.7,336,32.3
2017,Aggregated Region: Suburban Cook County,20 to 24,NH White,*,*,33,3.8,63,7.3,46,5.3,313,36.2,358,41.4,110,12.7
2017,Aggregated Region: Suburban Cook County,25 to 29,NH Black,*,*,55,4.2,162,12.5,65,5,574,44.3,506,39.1,284,21.9
2017,Aggregated Region: Suburban Cook County,40 to 44,NH White,*,*,50,10.7,57,12.2,10,*,182,39,115,24.6,124,26.6
2017,Aggregated Region: Suburban Cook County,35 to 39,NH Asian/PI,*,*,105,18.8,40,7.2,*,*,263,47.1,137,24.6,156,28
2017,Aggregated Region: Suburban Cook County,20 to 24,All Race/Eth,10,*,191,4.9,315,8.1,127,3.3,1566,40.4,1640,42.3,598,15.4
2017,Aggregated Region: Suburban Cook County,25 to 29,All Race/Eth,20,0.3,433,6.6,533,8.1,198,3,2571,39.1,2041,31,1137,17.3
2017,Aggregated Region: Suburban Cook County,30 to 34,All Race/Eth,25,0.3,818,9.4,763,8.7,188,2.1,3450,39.4,2120,24.2,1822,20.8
2017,Aggregated Region: Suburban Cook County,All Ages,Hispanic,18,*,741,10.9,529,7.8,110,1.6,3196,47.2,2289,33.8,1444,21.3
2017,Aggregated Region: Suburban Cook County,All Ages,NH White,38,0.3,786,7,965,8.6,296,2.6,3668,32.7,2485,22.1,2008,17.9
2017,Aggregated Region: Suburban Cook County,25 to 29,NH White,7,*,128,5.2,187,7.6,84,3.4,759,31,638,26.1,360,14.7
2017,Aggregated Region: Suburban Cook County,30 to 34,Hispanic,5,*,213,12.6,136,8,30,1.8,839,49.6,530,31.3,409,24.2
2017,Aggregated Region: Suburban Cook County,30 to 34,NH Black,*,*,90,8.6,142,13.6,52,5,517,49.4,386,36.9,288,27.5
2017,Aggregated Region: Suburban Cook County,30 to 34,NH White,15,*,307,6.7,384,8.4,97,2.1,1460,32.1,828,18.2,791,17.4
2017,Aggregated Region: Suburban Cook County,All Ages,All Race/Eth,81,0.3,2310,8.8,2382,9,649,2.5,10527,39.9,7793,29.6,5382,20.4
2017,Aggregated Region: Suburban Cook County,15 to 17,All Race/Eth,*,*,*,*,21,9,6,*,92,39.3,134,57.3,26,11.1
2017,Aggregated Region: Suburban Cook County,35 to 39,All Race/Eth,20,0.4,646,12.7,526,10.3,98,1.9,2032,39.9,1178,23.1,1341,26.3
2017,Aggregated Region: Suburban Cook County,All Ages,NH Black,18,*,292,6.2,635,13.4,203,4.3,2144,45.3,1951,41.2,1129,23.8
2017,Aggregated Region: Suburban Cook County,All Ages,NH Multiracial,*,*,14,*,30,11.5,14,*,104,39.7,99,37.8,53,20.2
2017,Aggregated Region: Suburban Cook County,20 to 24,NH Black,5,*,59,4.6,132,10.2,43,3.3,525,40.6,599,46.3,234,18.1
2017,Aggregated Region: Suburban Cook County,35 to 39,NH White,10,*,256,9.3,254,9.2,53,1.9,907,32.8,486,17.6,593,21.4
2017,Aggregated Region: Suburban Cook County,25 to 29,Hispanic,10,*,146,7.8,133,7.1,36,1.9,870,46.7,577,31,329,17.7
2017,Aggregated Region: Suburban Cook County,35 to 39,NH Black,5,*,67,11.3,130,22,34,5.7,301,50.8,203,34.3,223,37.7
2017,Aggregated Region: Suburban Cook County,40 to 44,NH Black,*,*,12,*,28,22.4,*,*,61,48.8,46,36.8,43,34.4
2017,Aggregated Region: Suburban Cook County,15 to 17,NH Black,*,*,*,*,9,*,*,*,44,42.7,63,61.2,11,*
2017,Aggregated Region: Suburban Cook County,18 to 19,NH White,*,*,*,*,8,*,6,*,26,32.9,37,46.8,10,*
2017,Aggregated Region: Suburban Cook County,20 to 24,NH Multiracial,*,*,*,*,6,*,7,*,24,46.2,28,53.8,10,*
2018,Aggregated Region: Suburban Cook County,10 to 14,All Race/Eth,0,0,0,0,0,0,0,0,*,*,6,*,0,0
2018,Aggregated Region: Suburban Cook County,15 to 17,All Race/Eth,0,0,6,*,21,10.3,*,*,86,42.4,123,60.6,28,13.8
2018,Aggregated Region: Suburban Cook County,55+,All Race/Eth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Aggregated Region: Suburban Cook County,45 to 54,All Race/Eth,*,*,18,*,17,*,0,0,39,50,29,37.2,32,41
2018,Aggregated Region: Suburban Cook County,All Ages,NH Asian/PI,*,*,438,17.2,199,7.8,*,*,1143,45,667,26.2,658,25.9
2018,Aggregated Region: Suburban Cook County,All Ages,NH Multiracial,0,0,14,*,34,13.2,11,*,115,44.6,75,29.1,53,20.5
2018,Aggregated Region: Suburban Cook County,10 to 14,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2018,Aggregated Region: Suburban Cook County,10 to 14,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2018,Aggregated Region: Suburban Cook County,10 to 14,NH White,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2018,Aggregated Region: Suburban Cook County,15 to 17,Hispanic,0,0,*,*,13,*,0,0,50,40.3,69,55.6,17,*
2018,Aggregated Region: Suburban Cook County,15 to 17,NH Black,0,0,*,*,7,*,*,*,30,46.9,44,68.8,9,*
2018,Aggregated Region: Suburban Cook County,15 to 17,NH Multiracial,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2018,Aggregated Region: Suburban Cook County,15 to 17,NH White,0,0,*,*,*,*,0,0,*,*,9,*,*,*
2018,Aggregated Region: Suburban Cook County,18 to 19,NH Asian/PI,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2018,Aggregated Region: Suburban Cook County,18 to 19,NH Black,0,0,*,*,25,10.6,6,*,116,49.2,129,54.7,28,11.9
2018,Aggregated Region: Suburban Cook County,18 to 19,NH Multiracial,0,0,0,0,*,*,0,0,*,*,5,*,*,*
2018,Aggregated Region: Suburban Cook County,20 to 24,NH Asian/PI,0,0,6,*,5,*,0,0,38,39.2,50,51.5,11,*
2018,Aggregated Region: Suburban Cook County,20 to 24,NH Multiracial,0,0,0,0,*,*,*,*,21,50,22,52.4,*,*
2018,Aggregated Region: Suburban Cook County,25 to 29,NH Asian/PI,0,0,79,12.3,42,6.6,*,*,260,40.6,196,30.6,128,20
2018,Aggregated Region: Suburban Cook County,25 to 29,NH Multiracial,0,0,*,*,12,*,6,*,32,39.5,30,37,14,*
2018,Aggregated Region: Suburban Cook County,30 to 34,NH Asian/PI,0,0,193,18.1,71,6.6,*,*,497,46.5,245,22.9,281,26.3
2018,Aggregated Region: Suburban Cook County,30 to 34,NH Multiracial,0,0,*,*,9,*,*,*,26,41.3,8,*,12,*
2018,Aggregated Region: Suburban Cook County,35 to 39,NH Asian/PI,0,0,125,21.3,54,9.2,*,*,272,46.4,138,23.5,182,31.1
2018,Aggregated Region: Suburban Cook County,35 to 39,NH Multiracial,0,0,8,*,6,*,*,*,27,50.9,7,*,15,*
2018,Aggregated Region: Suburban Cook County,40 to 44,Hispanic,0,0,63,24.3,35,13.5,6,*,148,57.1,97,37.5,101,39
2018,Aggregated Region: Suburban Cook County,40 to 44,NH Asian/PI,0,0,33,24.3,26,19.1,0,0,71,52.2,33,24.3,54,39.7
2018,Aggregated Region: Suburban Cook County,40 to 44,NH Black,0,0,20,15.2,39,29.5,*,*,68,51.5,53,40.2,63,47.7
2018,Aggregated Region: Suburban Cook County,40 to 44,NH Multiracial,0,0,*,*,*,*,0,0,*,*,*,*,6,*
2018,Aggregated Region: Suburban Cook County,45 to 54,Hispanic,0,0,7,*,*,*,0,0,14,*,8,*,7,*
2018,Aggregated Region: Suburban Cook County,45 to 54,NH Black,0,0,*,*,*,*,0,0,6,*,*,*,6,*
2018,Aggregated Region: Suburban Cook County,45 to 54,NH White,0,0,7,*,11,*,0,0,17,*,13,*,17,*
2018,Aggregated Region: Suburban Cook County,55+,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Aggregated Region: Suburban Cook County,45 to 54,NH Asian/PI,*,*,*,*,0,0,0,0,*,*,*,*,*,*
2018,Aggregated Region: Suburban Cook County,20 to 24,Hispanic,*,*,73,5.3,107,7.7,15,*,639,46,585,42.1,206,14.8
2018,Aggregated Region: Suburban Cook County,20 to 24,NH Black,*,*,37,3.4,145,13.3,28,2.6,486,44.5,503,46.1,232,21.2
