Year,Place,Age Group,Race and Ethnicity,Count of Alcohol Consumption,Rate of Alcohol Consumption,Count of Diabetes,Rate of Diabetes,Count of Hypertension,Rate of Hypertension,Count of Smoking,Rate of Smoking,Count of Low Weight Gain,Rate of Low Weight Gain,Count of Inadequate Prenatal Care,Rate of Inadequate Prenatal Care,Count of Other Risks,Rate of Other Risks
2016,Harvey,18 to 19,Hispanic,0,0,*,*,*,*,0,0,*,*,6,*,*,*
2016,Harvey,20 to 24,Hispanic,0,0,*,*,*,*,0,0,8,*,8,*,8,*
2016,Harvey,25 to 29,Hispanic,0,0,6,*,*,*,0,0,15,*,14,*,9,*
2016,Harvey,30 to 34,Hispanic,0,0,*,*,*,*,*,*,8,*,6,*,5,*
2016,Harvey,35 to 39,Hispanic,0,0,*,*,0,0,0,0,8,*,6,*,*,*
2016,Harvey,40 to 44,Hispanic,0,0,*,*,*,*,0,0,*,*,0,0,*,*
2016,Harvey,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Harvey,25 to 29,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2016,Harvey,30 to 34,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2016,Harvey,10 to 14,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2016,Harvey,15 to 17,NH Black,0,0,0,0,0,0,0,0,*,*,5,*,0,0
2016,Harvey,18 to 19,NH Black,0,0,0,0,0,0,*,*,11,*,12,*,0,0
2016,Harvey,20 to 24,NH Black,0,0,*,*,12,*,6,*,46,46.5,41,41.4,16,*
2016,Harvey,30 to 34,NH Black,0,0,5,*,8,*,*,*,24,57.1,15,*,16,*
2016,Harvey,35 to 39,NH Black,0,0,*,*,*,*,*,*,15,*,6,*,6,*
2016,Harvey,40 to 44,NH Black,0,0,*,*,*,*,*,*,*,*,*,*,*,*
2016,Harvey,45 to 54,NH Black,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2016,Harvey,20 to 24,NH Multiracial,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2016,Harvey,30 to 34,NH Multiracial,0,0,0,0,*,*,0,0,*,*,0,0,*,*
2016,Harvey,18 to 19,NH White,0,0,0,0,0,0,*,*,0,0,0,0,0,0
2016,Harvey,20 to 24,NH White,0,0,0,0,0,0,*,*,*,*,0,0,0,0
2016,Harvey,25 to 29,NH White,0,0,0,0,0,0,0,0,*,*,*,*,*,*
2016,Harvey,All Ages,All Race/Eth,*,*,28,7.6,48,13,24,6.5,187,50.8,154,41.8,90,24.5
2016,Harvey,All Ages,NH Black,*,*,11,*,38,15.5,21,8.6,129,52.7,105,42.9,56,22.9
2016,Harvey,25 to 29,All Race/Eth,*,*,7,*,13,*,6,*,43,50.6,39,45.9,25,29.4
2016,Harvey,25 to 29,NH Black,*,*,*,*,12,*,6,*,25,50,20,40,15,*
2017,Harvey,15 to 17,All Race/Eth,0,0,*,*,0,0,0,0,9,*,8,*,*,*
2017,Harvey,18 to 19,All Race/Eth,0,0,0,0,*,*,0,0,16,*,19,*,*,*
2017,Harvey,20 to 24,All Race/Eth,0,0,*,*,6,*,5,*,42,41.6,42,41.6,13,*
2017,Harvey,35 to 39,All Race/Eth,0,0,7,*,6,*,*,*,17,*,17,*,13,*
2017,Harvey,40 to 44,All Race/Eth,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2017,Harvey,45 to 54,All Race/Eth,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2017,Harvey,All Ages,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2017,Harvey,All Ages,NH Multiracial,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2017,Harvey,All Ages,NH White,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2017,Harvey,15 to 17,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Harvey,18 to 19,Hispanic,0,0,0,0,*,*,0,0,*,*,7,*,*,*
2017,Harvey,20 to 24,Hispanic,0,0,*,*,*,*,*,*,11,*,12,*,5,*
2017,Harvey,30 to 34,Hispanic,0,0,*,*,*,*,0,0,10,*,12,*,*,*
2017,Harvey,35 to 39,Hispanic,0,0,*,*,*,*,0,0,8,*,9,*,5,*
2017,Harvey,40 to 44,Hispanic,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2017,Harvey,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Harvey,25 to 29,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2017,Harvey,30 to 34,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2017,Harvey,35 to 39,NH Asian/PI,0,0,*,*,0,0,0,0,0,0,0,0,*,*
2017,Harvey,15 to 17,NH Black,0,0,*,*,0,0,0,0,9,*,8,*,*,*
2017,Harvey,18 to 19,NH Black,0,0,0,0,*,*,0,0,12,*,11,*,*,*
2017,Harvey,20 to 24,NH Black,0,0,*,*,5,*,*,*,29,39.7,29,39.7,8,*
2017,Harvey,25 to 29,NH Black,0,0,0,0,6,*,10,*,30,50,31,51.7,10,*
2017,Harvey,35 to 39,NH Black,0,0,*,*,5,*,*,*,9,*,8,*,7,*
2017,Harvey,40 to 44,NH Black,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2017,Harvey,45 to 54,NH Black,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2017,Harvey,20 to 24,NH Multiracial,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2017,Harvey,25 to 29,NH Multiracial,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2017,Harvey,20 to 24,NH White,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2017,Harvey,25 to 29,NH White,0,0,0,0,0,0,*,*,0,0,*,*,0,0
2017,Harvey,All Ages,All Race/Eth,*,*,19,*,30,8.7,25,7.3,169,49.1,164,47.7,57,16.6
2017,Harvey,All Ages,NH Black,*,*,9,*,24,10.7,21,9.4,111,49.6,100,44.6,37,16.5
2017,Harvey,25 to 29,All Race/Eth,*,*,*,*,8,*,13,*,50,49.5,49,48.5,14,*
2017,Harvey,All Ages,Hispanic,*,*,9,*,6,*,*,*,50,50,53,53,19,*
2017,Harvey,25 to 29,Hispanic,*,*,*,*,*,*,*,*,17,*,12,*,*,*
2017,Harvey,30 to 34,All Race/Eth,*,*,6,*,7,*,*,*,31,54.4,25,43.9,13,*
2017,Harvey,30 to 34,NH Black,*,*,*,*,6,*,*,*,18,*,10,*,9,*
2018,Harvey,15 to 17,All Race/Eth,0,0,0,0,*,*,0,0,6,*,5,*,*,*
2018,Harvey,18 to 19,All Race/Eth,0,0,0,0,*,*,0,0,9,*,11,*,*,*
2018,Harvey,20 to 24,All Race/Eth,0,0,*,*,9,*,5,*,49,55.7,43,48.9,15,*
2018,Harvey,25 to 29,All Race/Eth,0,0,*,*,16,*,*,*,46,46,31,31,25,25
2018,Harvey,35 to 39,All Race/Eth,0,0,9,*,*,*,0,0,15,*,16,*,13,*
2018,Harvey,40 to 44,All Race/Eth,0,0,0,0,*,*,*,*,*,*,*,*,*,*
2018,Harvey,All Ages,Hispanic,0,0,13,*,11,*,*,*,53,53,44,44,27,27
2018,Harvey,All Ages,NH Asian/PI,0,0,*,*,0,0,0,0,7,*,*,*,*,*
2018,Harvey,All Ages,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Harvey,All Ages,NH White,0,0,0,0,*,*,*,*,0,0,*,*,*,*
2018,Harvey,15 to 17,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2018,Harvey,18 to 19,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2018,Harvey,20 to 24,Hispanic,0,0,0,0,*,*,*,*,19,*,13,*,5,*
2018,Harvey,25 to 29,Hispanic,0,0,*,*,*,*,0,0,9,*,9,*,6,*
2018,Harvey,30 to 34,Hispanic,0,0,*,*,*,*,*,*,14,*,9,*,9,*
2018,Harvey,35 to 39,Hispanic,0,0,6,*,*,*,0,0,7,*,7,*,7,*
2018,Harvey,40 to 44,Hispanic,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2018,Harvey,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Harvey,25 to 29,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2018,Harvey,30 to 34,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,0,0,*,*
2018,Harvey,35 to 39,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2018,Harvey,15 to 17,NH Black,0,0,0,0,*,*,0,0,5,*,*,*,*,*
2018,Harvey,18 to 19,NH Black,0,0,0,0,*,*,0,0,6,*,7,*,*,*
2018,Harvey,20 to 24,NH Black,0,0,*,*,5,*,*,*,30,53.6,30,53.6,10,*
2018,Harvey,25 to 29,NH Black,0,0,0,0,13,*,*,*,33,51.6,18,*,17,*
2018,Harvey,35 to 39,NH Black,0,0,*,*,*,*,0,0,7,*,8,*,6,*
2018,Harvey,40 to 44,NH Black,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2018,Harvey,35 to 39,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Harvey,20 to 24,NH White,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Harvey,25 to 29,NH White,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Harvey,30 to 34,NH White,0,0,0,0,*,*,*,*,0,0,*,*,*,*
2018,Harvey,40 to 44,NH White,0,0,0,0,0,0,*,*,0,0,0,0,0,0
2018,Harvey,All Ages,All Race/Eth,*,*,24,7.5,42,13.2,16,*,168,52.8,138,43.4,85,26.7
2018,Harvey,All Ages,NH Black,*,*,9,*,30,15.2,12,*,107,54.3,87,44.2,54,27.4
2018,Harvey,30 to 34,All Race/Eth,*,*,10,*,9,*,6,*,41,61.2,30,44.8,28,41.8
2018,Harvey,30 to 34,NH Black,*,*,5,*,5,*,*,*,24,58.5,19,*,17,*
2019,Harvey,All Ages,All Race/Eth,0,0,20,7.2,41,14.8,11,*,129,46.6,137,49.5,68,24.5
2019,Harvey,10 to 14,All Race/Eth,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2019,Harvey,15 to 17,All Race/Eth,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2019,Harvey,18 to 19,All Race/Eth,0,0,*,*,*,*,0,0,*,*,11,*,*,*
2019,Harvey,20 to 24,All Race/Eth,0,0,*,*,6,*,*,*,36,48.6,45,60.8,10,*
2019,Harvey,25 to 29,All Race/Eth,0,0,9,*,12,*,*,*,38,44.2,37,43,22,25.6
2019,Harvey,30 to 34,All Race/Eth,0,0,5,*,12,*,5,*,30,53.6,30,53.6,18,*
2019,Harvey,35 to 39,All Race/Eth,0,0,*,*,*,*,0,0,15,*,8,*,9,*
2019,Harvey,40 to 44,All Race/Eth,0,0,*,*,*,*,*,*,*,*,*,*,*,*
2019,Harvey,All Ages,Hispanic,0,0,6,*,7,*,*,*,46,46.5,53,53.5,16,*
2019,Harvey,All Ages,NH Asian/PI,0,0,*,*,*,*,0,0,7,*,*,*,*,*
2019,Harvey,All Ages,NH Black,0,0,11,*,33,21,6,*,75,47.8,77,49,48,30.6
2019,Harvey,All Ages,NH Multiracial,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2019,Harvey,All Ages,NH White,0,0,0,0,0,0,*,*,0,0,*,*,*,*
2019,Harvey,10 to 14,Hispanic,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2019,Harvey,15 to 17,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2019,Harvey,18 to 19,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2019,Harvey,20 to 24,Hispanic,0,0,0,0,*,*,*,*,12,*,17,*,*,*
2019,Harvey,25 to 29,Hispanic,0,0,*,*,*,*,0,0,12,*,13,*,*,*
2019,Harvey,30 to 34,Hispanic,0,0,*,*,*,*,*,*,10,*,12,*,6,*
2019,Harvey,35 to 39,Hispanic,0,0,*,*,*,*,0,0,8,*,6,*,*,*
2019,Harvey,40 to 44,Hispanic,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2019,Harvey,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2019,Harvey,25 to 29,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,0,0,*,*
2019,Harvey,30 to 34,NH Asian/PI,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2019,Harvey,15 to 17,NH Black,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2019,Harvey,18 to 19,NH Black,0,0,*,*,*,*,0,0,*,*,9,*,*,*
2019,Harvey,20 to 24,NH Black,0,0,*,*,*,*,0,0,22,52.4,25,59.5,6,*
2019,Harvey,25 to 29,NH Black,0,0,6,*,10,*,*,*,24,45.3,23,43.4,16,*
2019,Harvey,30 to 34,NH Black,0,0,*,*,9,*,*,*,16,*,15,*,11,*
2019,Harvey,35 to 39,NH Black,0,0,*,*,*,*,0,0,7,*,*,*,7,*
2019,Harvey,40 to 44,NH Black,0,0,*,*,*,*,*,*,*,*,*,*,*,*
2019,Harvey,25 to 29,NH Multiracial,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2019,Harvey,30 to 34,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Harvey,18 to 19,NH White,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Harvey,20 to 24,NH White,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2019,Harvey,25 to 29,NH White,0,0,0,0,0,0,*,*,0,0,0,0,*,*
2019,Harvey,30 to 34,NH White,0,0,0,0,0,0,*,*,0,0,0,0,0,0
2020,Harvey,15 to 17,All Race/Eth,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2020,Harvey,18 to 19,All Race/Eth,0,0,*,*,*,*,0,0,11,*,8,*,*,*
2020,Harvey,25 to 29,All Race/Eth,0,0,*,*,14,*,0,0,40,48.8,42,51.2,23,28
2020,Harvey,30 to 34,All Race/Eth,0,0,7,*,10,*,*,*,34,64.2,21,39.6,15,*
2020,Harvey,35 to 39,All Race/Eth,0,0,*,*,*,*,*,*,14,*,9,*,5,*
2020,Harvey,40 to 44,All Race/Eth,0,0,*,*,*,*,0,0,6,*,*,*,7,*
2020,Harvey,45 to 54,All Race/Eth,0,0,*,*,*,*,0,0,0,0,0,0,*,*
2020,Harvey,All Ages,Hispanic,0,0,8,*,11,*,*,*,58,62.4,44,47.3,20,21.5
2020,Harvey,All Ages,NH Asian/PI,0,0,0,0,*,*,0,0,6,*,*,*,*,*
2020,Harvey,All Ages,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Harvey,All Ages,NH White,0,0,0,0,*,*,*,*,*,*,*,*,*,*
2020,Harvey,15 to 17,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Harvey,18 to 19,Hispanic,0,0,0,0,0,0,0,0,5,*,*,*,0,0
2020,Harvey,20 to 24,Hispanic,0,0,0,0,*,*,0,0,13,*,9,*,*,*
2020,Harvey,25 to 29,Hispanic,0,0,*,*,*,*,0,0,12,*,13,*,5,*
2020,Harvey,30 to 34,Hispanic,0,0,*,*,*,*,0,0,16,*,10,*,*,*
2020,Harvey,35 to 39,Hispanic,0,0,*,*,*,*,*,*,8,*,6,*,*,*
2020,Harvey,40 to 44,Hispanic,0,0,*,*,*,*,0,0,*,*,*,*,5,*
2020,Harvey,45 to 54,Hispanic,0,0,*,*,*,*,0,0,0,0,0,0,*,*
2020,Harvey,25 to 29,NH Asian/PI,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2020,Harvey,30 to 34,NH Asian/PI,0,0,0,0,*,*,0,0,*,*,0,0,*,*
2020,Harvey,15 to 17,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2020,Harvey,18 to 19,NH Black,0,0,*,*,*,*,0,0,6,*,5,*,*,*
2020,Harvey,25 to 29,NH Black,0,0,*,*,9,*,0,0,26,46.4,25,44.6,16,*
2020,Harvey,30 to 34,NH Black,0,0,*,*,7,*,*,*,13,*,9,*,10,*
2020,Harvey,35 to 39,NH Black,0,0,*,*,*,*,*,*,6,*,*,*,*,*
2020,Harvey,40 to 44,NH Black,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2020,Harvey,30 to 34,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Harvey,15 to 17,NH White,0,0,0,0,*,*,0,0,0,0,*,*,*,*
2020,Harvey,20 to 24,NH White,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2020,Harvey,30 to 34,NH White,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2020,Harvey,All Ages,All Race/Eth,*,*,20,7.7,45,17.4,6,*,144,55.6,124,47.9,69,26.6
2020,Harvey,All Ages,NH Black,*,*,12,*,30,19.9,*,*,78,51.7,73,48.3,45,29.8
2020,Harvey,20 to 24,All Race/Eth,*,*,*,*,11,*,*,*,38,56.7,38,56.7,14,*
2020,Harvey,20 to 24,NH Black,*,*,*,*,9,*,*,*,24,52.2,29,63,11,*
2021,Harvey,10 to 14,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2021,Harvey,15 to 17,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2021,Harvey,18 to 19,All Race/Eth,0,0,0,0,*,*,0,0,7,*,8,*,*,*
2021,Harvey,25 to 29,All Race/Eth,0,0,11,*,20,25.6,*,*,40,51.3,34,43.6,33,42.3
2021,Harvey,40 to 44,All Race/Eth,0,0,5,*,*,*,*,*,*,*,*,*,5,*
2021,Harvey,45 to 54,All Race/Eth,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Harvey,55+,All Race/Eth,0,0,*,*,0,0,0,0,0,0,*,*,*,*
2021,Harvey,All Ages,Hispanic,0,0,24,22.2,14,*,*,*,75,69.4,50,46.3,43,39.8
2021,Harvey,All Ages,NH Asian/PI,0,0,*,*,*,*,0,0,6,*,*,*,*,*
2021,Harvey,All Ages,NH Multiracial,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2021,Harvey,All Ages,NH White,0,0,0,0,*,*,*,*,*,*,*,*,*,*
2021,Harvey,15 to 17,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2021,Harvey,18 to 19,Hispanic,0,0,0,0,*,*,0,0,*,*,5,*,*,*
2021,Harvey,20 to 24,Hispanic,0,0,0,0,*,*,*,*,18,*,13,*,5,*
2021,Harvey,25 to 29,Hispanic,0,0,9,*,6,*,*,*,18,*,14,*,15,*
2021,Harvey,30 to 34,Hispanic,0,0,8,*,0,0,*,*,23,95.8,9,*,10,*
2021,Harvey,35 to 39,Hispanic,0,0,*,*,*,*,0,0,10,*,6,*,7,*
2021,Harvey,40 to 44,Hispanic,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2021,Harvey,45 to 54,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Harvey,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2021,Harvey,25 to 29,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2021,Harvey,30 to 34,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2021,Harvey,35 to 39,NH Asian/PI,0,0,*,*,*,*,0,0,0,0,0,0,*,*
2021,Harvey,10 to 14,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2021,Harvey,15 to 17,NH Black,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2021,Harvey,18 to 19,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2021,Harvey,25 to 29,NH Black,0,0,*,*,12,*,*,*,17,*,18,*,16,*
2021,Harvey,40 to 44,NH Black,0,0,*,*,*,*,*,*,*,*,*,*,*,*
2021,Harvey,55+,NH Black,0,0,*,*,0,0,0,0,0,0,*,*,*,*
2021,Harvey,20 to 24,NH Multiracial,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Harvey,25 to 29,NH Multiracial,0,0,0,0,*,*,0,0,*,*,*,*,*,*
2021,Harvey,30 to 34,NH Multiracial,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2021,Harvey,15 to 17,NH White,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2021,Harvey,20 to 24,NH White,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2021,Harvey,25 to 29,NH White,0,0,0,0,*,*,*,*,*,*,0,0,*,*
2021,Harvey,30 to 34,NH White,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2021,Harvey,35 to 39,NH White,0,0,0,0,0,0,0,0,0,0,*,*,*,*
2021,Harvey,All Ages,All Race/Eth,*,*,36,12.5,51,17.7,13,*,165,57.3,132,45.8,101,35.1
2021,Harvey,20 to 24,All Race/Eth,*,*,*,*,11,*,*,*,47,55.3,42,49.4,19,*
2021,Harvey,30 to 34,All Race/Eth,*,*,11,*,8,*,*,*,44,74.6,22,37.3,20,33.9
2021,Harvey,20 to 24,NH Black,*,*,*,*,8,*,*,*,25,47.2,26,49.1,14,*
2021,Harvey,All Ages,NH Black,*,*,10,*,34,22.4,8,*,78,51.3,72,47.4,53,34.9
2021,Harvey,35 to 39,All Race/Eth,*,*,5,*,8,*,*,*,21,58.3,19,*,21,58.3
2021,Harvey,30 to 34,NH Black,*,*,*,*,8,*,*,*,18,*,10,*,9,*
2021,Harvey,35 to 39,NH Black,*,*,*,*,5,*,*,*,11,*,12,*,12,*
2022,Harvey,15 to 17,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,*,*
2022,Harvey,18 to 19,All Race/Eth,0,0,0,0,*,*,0,0,10,*,9,*,*,*
2022,Harvey,20 to 24,All Race/Eth,0,0,6,*,6,*,*,*,28,49.1,26,45.6,13,*
2022,Harvey,30 to 34,All Race/Eth,0,0,5,*,6,*,*,*,21,51.2,15,*,14,*
2022,Harvey,35 to 39,All Race/Eth,0,0,*,*,7,*,0,0,13,*,7,*,10,*
2022,Harvey,40 to 44,All Race/Eth,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2022,Harvey,All Ages,Hispanic,0,0,10,*,11,*,0,0,46,59,34,43.6,22,28.2
2022,Harvey,All Ages,NH Asian/PI,0,0,*,*,*,*,0,0,9,*,6,*,*,*
2022,Harvey,All Ages,NH Black,0,0,8,*,22,21.6,*,*,50,49,48,47.1,36,35.3
2022,Harvey,All Ages,NH White,0,0,*,*,*,*,*,*,5,*,*,*,*,*
2022,Harvey,All Ages,NH Multiracial,*,*,0,0,*,*,*,*,*,*,*,*,*,*
2022,Harvey,15 to 17,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2022,Harvey,18 to 19,Hispanic,0,0,0,0,*,*,0,0,*,*,5,*,*,*
2022,Harvey,20 to 24,Hispanic,0,0,*,*,*,*,0,0,10,*,9,*,5,*
2022,Harvey,25 to 29,Hispanic,0,0,*,*,*,*,0,0,13,*,8,*,*,*
2022,Harvey,30 to 34,Hispanic,0,0,*,*,*,*,0,0,10,*,7,*,6,*
2022,Harvey,35 to 39,Hispanic,0,0,*,*,*,*,0,0,7,*,*,*,5,*
2022,Harvey,40 to 44,Hispanic,0,0,*,*,0,0,0,0,*,*,0,0,*,*
2022,Harvey,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2022,Harvey,25 to 29,NH Asian/PI,0,0,*,*,*,*,0,0,6,*,*,*,*,*
2022,Harvey,30 to 34,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2022,Harvey,15 to 17,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,*,*
2022,Harvey,18 to 19,NH Black,0,0,0,0,*,*,0,0,7,*,*,*,*,*
2022,Harvey,20 to 24,NH Black,0,0,*,*,*,*,*,*,13,*,14,*,5,*
2022,Harvey,25 to 29,NH Black,0,0,*,*,10,*,*,*,15,*,19,*,16,*
2022,Harvey,30 to 34,NH Black,0,0,*,*,5,*,0,0,9,*,6,*,7,*
2022,Harvey,35 to 39,NH Black,0,0,*,*,*,*,0,0,*,*,*,*,5,*
2022,Harvey,40 to 44,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2022,Harvey,20 to 24,NH Multiracial,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2022,Harvey,30 to 34,NH Multiracial,0,0,0,0,0,0,0,0,*,*,*,*,*,*
2022,Harvey,35 to 39,NH Multiracial,0,0,0,0,0,0,0,0,0,0,*,*,0,0
2022,Harvey,20 to 24,NH White,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2022,Harvey,30 to 34,NH White,0,0,0,0,0,0,*,*,0,0,0,0,0,0
2022,Harvey,35 to 39,NH White,0,0,0,0,0,0,0,0,*,*,0,0,0,0
2022,Harvey,40 to 44,NH White,0,0,*,*,0,0,0,0,*,*,0,0,*,*
2022,Harvey,25 to 29,NH Multiracial,*,*,0,0,*,*,*,*,*,*,*,*,*,*
2022,Harvey,All Ages,All Race/Eth,*,*,24,11.3,36,17,6,*,114,53.8,94,44.3,67,31.6
2022,Harvey,25 to 29,All Race/Eth,*,*,7,*,13,*,*,*,36,53.7,33,49.3,23,34.3
2023,Harvey,15 to 17,All Race/Eth,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2023,Harvey,18 to 19,All Race/Eth,0,0,0,0,*,*,*,*,7,*,9,*,*,*
2023,Harvey,20 to 24,All Race/Eth,0,0,*,*,10,*,*,*,41,61.2,37,55.2,18,*
2023,Harvey,25 to 29,All Race/Eth,0,0,*,*,*,*,*,*,30,52.6,24,42.1,12,*
2023,Harvey,40 to 44,All Race/Eth,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2023,Harvey,All Ages,Hispanic,0,0,11,*,5,*,*,*,50,60.2,36,43.4,23,27.7
2023,Harvey,All Ages,NH Asian/PI,0,0,*,*,0,0,0,0,6,*,*,*,*,*
2023,Harvey,All Ages,NH Multiracial,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2023,Harvey,All Ages,NH White,0,0,0,0,0,0,*,*,*,*,*,*,0,0
2023,Harvey,18 to 19,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2023,Harvey,20 to 24,Hispanic,0,0,*,*,*,*,*,*,15,*,13,*,7,*
2023,Harvey,25 to 29,Hispanic,0,0,*,*,0,0,0,0,12,*,9,*,5,*
2023,Harvey,30 to 34,Hispanic,0,0,*,*,0,0,*,*,11,*,6,*,*,*
2023,Harvey,35 to 39,Hispanic,0,0,*,*,*,*,0,0,9,*,*,*,6,*
2023,Harvey,40 to 44,Hispanic,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2023,Harvey,20 to 24,NH Asian/PI,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2023,Harvey,25 to 29,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2023,Harvey,30 to 34,NH Asian/PI,0,0,*,*,0,0,0,0,*,*,*,*,*,*
2023,Harvey,15 to 17,NH Black,0,0,0,0,0,0,0,0,*,*,*,*,0,0
2023,Harvey,18 to 19,NH Black,0,0,0,0,*,*,*,*,*,*,6,*,*,*
2023,Harvey,20 to 24,NH Black,0,0,*,*,7,*,0,0,22,57.9,20,52.6,11,*
2023,Harvey,25 to 29,NH Black,0,0,0,0,*,*,*,*,16,*,14,*,6,*
2023,Harvey,40 to 44,NH Black,0,0,*,*,*,*,0,0,*,*,*,*,*,*
2023,Harvey,30 to 34,NH Multiracial,0,0,0,0,0,0,0,0,*,*,*,*,*,*
2023,Harvey,40 to 44,NH Multiracial,0,0,*,*,*,*,0,0,0,0,0,0,*,*
